label,,,,,
PlaceIQ_DeviceExposure_Adjusted,,,,,
PlaceIQ_DeviceExposure_Education1_Adjusted,,,,,
PlaceIQ_DeviceExposure_Education2_Adjusted,,,,,
PlaceIQ_DeviceExposure_Education3_Adjusted,,,,,
PlaceIQ_DeviceExposure_Education4_Adjusted,,,,, 
PlaceIQ_DeviceExposure_Income1_Adjusted,,,,,
PlaceIQ_DeviceExposure_Income2_Adjusted,,,,,
PlaceIQ_DeviceExposure_Income3_Adjusted,,,,,
PlaceIQ_DeviceExposure_Income4_Adjusted,,,,,
PlaceIQ_DeviceExposure_RaceAsian_Adjusted,,,,,
PlaceIQ_DeviceExposure_RaceBlack_Adjusted,,,,,
PlaceIQ_DeviceExposure_RaceHispanic_Adjusted,,,,,
PlaceIQ_DeviceExposure_RaceWhite_Adjusted,,,,,
PlaceIQ_DeviceCount_Adjusted,,,,,
PlaceIQ_DeviceCount_Education1_Adjusted,,,,,
PlaceIQ_DeviceCount_Education2_Adjusted,,,,,
PlaceIQ_DeviceCount_Education3_Adjusted,,,,,
PlaceIQ_DeviceCount_Education4_Adjusted,,,,,
PlaceIQ_DeviceCount_Income1_Adjusted,,,,,
PlaceIQ_DeviceCount_Income2_Adjusted,,,,,
PlaceIQ_DeviceCount_Income3_Adjusted,,,,,
PlaceIQ_DeviceCount_Income4_Adjusted,,,,,
PlaceIQ_DeviceCount_RaceAsian_Adjusted,,,,,
PlaceIQ_DeviceCount_RaceBlack_Adjusted,,,,,
PlaceIQ_DeviceCount_RaceHispanic_Adjusted,,,,,
PlaceIQ_DeviceCount_RaceWhite_Adjusted,,,,,
PlaceIQ_DeviceExposure,,,,,
PlaceIQ_DeviceExposure_Education1,,,,,
PlaceIQ_DeviceExposure_Education2,,,,,
PlaceIQ_DeviceExposure_Education3,,,,,
PlaceIQ_DeviceExposure_Education4,,,,,
PlaceIQ_DeviceExposure_Income1,,,,,
PlaceIQ_DeviceExposure_Income2,,,,,
PlaceIQ_DeviceExposure_Income3,,,,,
PlaceIQ_DeviceExposure_Income4,,,,,
PlaceIQ_DeviceExposure_RaceAsian,,,,,
PlaceIQ_DeviceExposure_RaceBlack,,,,,
PlaceIQ_DeviceExposure_RaceHispanic,,,,,
PlaceIQ_DeviceExposure_RaceWhite,,,,,
PlaceIQ_DeviceCount,,,,,
PlaceIQ_DeviceCount_Education1,,,,,
PlaceIQ_DeviceCount_Education2,,,,,
PlaceIQ_DeviceCount_Education3,,,,,
PlaceIQ_DeviceCount_Education4,,,,,
PlaceIQ_DeviceCount_Income1,,,,,
PlaceIQ_DeviceCount_Income2,,,,,
PlaceIQ_DeviceCount_Income3,,,,,
PlaceIQ_DeviceCount_Income4,,,,,
PlaceIQ_DeviceCount_RaceAsian,,,,,
PlaceIQ_DeviceCount_RaceBlack,,,,,
PlaceIQ_DeviceCount_RaceHispanic,,,,,
PlaceIQ_DeviceCount_RaceWhite,,,,,
